"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1449,0.001803051,0.07215672,0
0,1452,0.001797714,0.07216864,0
0,1455,0.001792378,0.07218042,0
0,1458,0.001787046,0.07219207,0
0,1461,0.001781715,0.07220358,0
0,1464,0.001776387,0.07221495,0
0,1467,0.001771061,0.0722262,0
0,1470,0.001765737,0.07223731,0
0,1473,0.001760417,0.07224827,0
0,1476,0.001755099,0.07225911,0
0,1479,0.001749784,0.07226981,0
0,1482,0.001744471,0.07228038,0
0,1485,0.001739162,0.07229082,0
0,1488,0.001733856,0.07230112,0
0,1491,0.001728554,0.07231129,0
0,1494,0.001723254,0.07232133,0
0,1497,0.001717958,0.07233123,0
0,1500,0.001712666,0.072341,0
0,1503,0.001707378,0.07235064,0
0,1506,0.001702093,0.07236016,0
0,1509,0.001696812,0.07236953,0
0,1512,0.001691535,0.07237878,0
0,1515,0.001686262,0.0723879,0
0,1518,0.001680993,0.07239688,0
0,1521,0.001675728,0.07240574,0
0,1524,0.001670468,0.07241447,0
0,1527,0.001665212,0.07242306,0
0,1530,0.001659961,0.07243153,0
0,1533,0.001654714,0.07243987,0
0,1536,0.001649472,0.07244809,0
0,1539,0.001644235,0.07245617,0
0,1542,0.001639002,0.07246413,0
0,1545,0.001633775,0.07247195,0
0,1548,0.001628553,0.07247966,0
0,1551,0.001623336,0.07248724,0
0,1554,0.001618124,0.07249468,0
0,1557,0.001612917,0.072502,0
0,1560,0.001607716,0.0725092,0
0,1563,0.00160252,0.07251627,0
0,1566,0.00159733,0.07252322,0
0,1569,0.001592145,0.07253004,0
0,1572,0.001586967,0.07253674,0
0,1575,0.001581794,0.07254331,0
0,1578,0.001576627,0.07254976,0
0,1581,0.001571466,0.07255609,0
0,1584,0.001566311,0.07256229,0
0,1587,0.001561162,0.07256837,0
0,1590,0.001556019,0.07257432,0
0,1593,0.001550883,0.07258017,0
0,1596,0.001545753,0.07258588,0
0,1599,0.00154063,0.07259147,0
0,1602,0.001535513,0.07259694,0
0,1605,0.001530402,0.07260229,0
0,1608,0.001525299,0.07260752,0
0,1611,0.001520202,0.07261264,0
0,1614,0.001515112,0.07261764,0
0,1617,0.001510028,0.07262251,0
0,1620,0.001504952,0.07262726,0
