"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1530,0.001692753,0.03535214,0.1052227
0,1533,0.001687244,0.03530906,0.1051035
0,1536,0.001681741,0.03526594,0.1049842
0,1539,0.001676244,0.03522279,0.1048648
0,1542,0.001670752,0.0351796,0.1047452
0,1545,0.001665267,0.03513638,0.1046255
0,1548,0.001659788,0.03509312,0.1045057
0,1551,0.001654315,0.03504983,0.1043857
0,1554,0.001648849,0.0350065,0.1042657
0,1557,0.001643389,0.03496315,0.1041455
0,1560,0.001637935,0.03491975,0.1040252
0,1563,0.001632488,0.03487633,0.1039048
0,1566,0.001627048,0.03483287,0.1037842
0,1569,0.001621614,0.03478939,0.1036636
0,1572,0.001616188,0.03474586,0.1035428
0,1575,0.001610768,0.03470232,0.1034219
0,1578,0.001605356,0.03465873,0.1033009
0,1581,0.00159995,0.03461512,0.1031797
0,1584,0.001594552,0.03457148,0.1030585
0,1587,0.00158916,0.03452781,0.1029371
0,1590,0.001583777,0.03448411,0.1028157
0,1593,0.0015784,0.03444038,0.1026941
0,1596,0.001573032,0.03439663,0.1025724
0,1599,0.00156767,0.03435284,0.1024507
0,1602,0.001562317,0.03430903,0.1023288
0,1605,0.001556971,0.03426519,0.1022068
0,1608,0.001551633,0.03422132,0.1020847
0,1611,0.001546302,0.03417743,0.1019625
0,1614,0.00154098,0.03413351,0.1018402
0,1617,0.001535666,0.03408956,0.1017177
0,1620,0.00153036,0.03404559,0.1015952
